image_url,caption_title_and_reference_description,cleaned_caption
https://upload.wikimedia.org/wikipedia/commons/4/48/Sovereign_Coupe%2C_black_airbrush_on_red_paper%2C_by_T._W._Pietsch%2C_1965.jpg,"Theodore Wells Pietsch II [SEP] Sovereign Coupe, black airbrush on red paper, by T. W. Pietsch, 1965",Theodore Wells Pietsch II Sovereign Coupe black airbrush on red paper by T W Pietsch 1965
https://upload.wikimedia.org/wikipedia/commons/2/2b/OttiBerger.jpg,"Otti Berger [SEP] Party at Otti Berger's.  Berger, back row far right, with headdress. Digital image courtesy of the Getty's Open Content Program.",Otti Berger Party at Otti Bergers Berger back row far right with headdress Digital image courtesy of the Gettys Open Content Program
https://upload.wikimedia.org/wikipedia/commons/9/9c/Ernest_Green_1996.jpg,Ernest Green [SEP] Green in 1996,Ernest Green Green in 1996
https://upload.wikimedia.org/wikipedia/commons/a/af/Tipulidae-Kadavoor-2016-06-23-001.jpg,Holorusia [SEP] ,Holorusia
http://upload.wikimedia.org/wikipedia/commons/2/28/Chambers_County_Alabama_Incorporated_and_Unincorporated_areas_La_Fayette_Highlighted.svg,"La Fayette, Alabama [SEP] Location in Chambers County, Alabama",La Fayette Alabama Location in Chambers County Alabama
http://upload.wikimedia.org/wikipedia/commons/e/eb/Pelion_West_summit_obelisk.jpg,Mount Pelion West [SEP] ,Mount Pelion West
https://upload.wikimedia.org/wikipedia/commons/b/b1/Ifetroban_synthesis.png,Ifetroban [SEP] Ifetroban synthesis: Drugs Future (c.f. Lednicer book 6).,Ifetroban Ifetroban synthesis Drugs Future cf Lednicer book 6
https://upload.wikimedia.org/wikipedia/commons/b/bb/Sur-papaq.jpg,Sur-papakh [SEP] ,Surpapakh
https://upload.wikimedia.org/wikipedia/commons/0/07/Pritchardia_hardyi_%285249527209%29.jpg,Pritchardia hardyi [SEP] Unripe fruit,Pritchardia hardyi Unripe fruit
https://upload.wikimedia.org/wikipedia/commons/1/1d/Floro_-_Benito.jpg,Benito Floro [SEP] Floro with Alajuelense in 2017,Benito Floro Floro with Alajuelense in 2017
http://upload.wikimedia.org/wikipedia/commons/a/ac/Roger_Allen_III.JPG,Roger Allen III [SEP] Allen in the 2012 NFL  season,Roger Allen III Allen in the 2012 NFL season
https://upload.wikimedia.org/wikipedia/commons/2/26/2026_Action_Potential_Heart_Contraction.jpg,"Cardiac physiology [SEP] (a) There is long plateau phase due to the influx of calcium ions. The extended refractory period allows the cell to fully contract before another electrical event can occur.
(b) The action potential for heart muscle is compared to that of skeletal muscle.[1]",Cardiac physiology a There is long plateau phase due to the influx of calcium ions The extended refractory period allows the cell to fully contract before another electrical event can occur b The action potential for heart muscle is compared to that of skeletal muscle
https://upload.wikimedia.org/wikipedia/commons/a/af/Figueiredo_%28colour%29.jpg,1978 Brazilian presidential election [SEP] ,1978 Brazilian presidential election
https://upload.wikimedia.org/wikipedia/commons/7/70/Oligopsychopsis_grandis_holotype.jpg,2018 in insect paleontology [SEP] Oligopsychopsis grandis,2018 in insect paleontology Oligopsychopsis grandis
https://upload.wikimedia.org/wikipedia/commons/8/8d/1-Oleoyl-2-almitoyl-phosphatidylcholine_Structural_Formulae_V.1.png,"Biosurfactant [SEP] Phosphatidylcholine, also  known  as  lecithin, is a pervasive biological surfactant. Shown in red – choline and phosphate group; black – glycerol; green – monounsaturated fatty acid; blue – saturated fatty acid.",Biosurfactant Phosphatidylcholine also known as lecithin is a pervasive biological surfactant Shown in red choline and phosphate group black glycerol green monounsaturated fatty acid blue saturated fatty acid
https://upload.wikimedia.org/wikipedia/commons/7/78/Partial_Side_View_of_Maha_Stupa_at_Amaravati.jpg,List of Monuments of National Importance in Andhra Pradesh [SEP] ,List of Monuments of National Importance in Andhra Pradesh
https://upload.wikimedia.org/wikipedia/commons/c/ce/Mitsubishi_Delica_D-2_S.JPG,Mitsubishi Delica [SEP] ,Mitsubishi Delica
https://upload.wikimedia.org/wikipedia/commons/4/4b/MontgomeryBrian.jpg,Brian D. Montgomery [SEP] Montgomery's photo during the Bush administration,Brian D Montgomery Montgomerys photo during the Bush administration
https://upload.wikimedia.org/wikipedia/commons/9/93/Taghmaconnell_community_centre_-_geograph.org.uk_-_963847.jpg,Taghmaconnell [SEP] Taghmaconnell community centre in 2008,Taghmaconnell Taghmaconnell community centre in 2008
https://upload.wikimedia.org/wikipedia/commons/8/87/%22A_Smoking_Club%22_Wellcome_L0016629.jpg,William Dickinson (engraver) [SEP] ,William Dickinson engraver
https://upload.wikimedia.org/wikipedia/commons/8/8b/Almarza._Iglesia_de_Santa_Luc%C3%ADa.JPG,Almarza [SEP] ,Almarza
https://upload.wikimedia.org/wikipedia/commons/e/e5/Miracle_at_Kapilavastu_Suddhodana_praying_as_his_son_the_Buddha_rises_in_the_air_with_only_path_visible_Sanchi_Stupa_1_Northern_Gateway.jpg,"Aniconism in Buddhism [SEP] Aniconism in Miracle at Kapilavastu: King Suddhodana praying as his son the Buddha rises in the air, praised by celestial beings (but only the Buddha's path, the Chankrama horizontal slab in the air, is visible).[1]",Aniconism in Buddhism Aniconism in Miracle at Kapilavastu King Suddhodana praying as his son the Buddha rises in the air praised by celestial beings but only the Buddhas path the Chankrama horizontal slab in the air is visible
https://upload.wikimedia.org/wikipedia/commons/a/a7/Attiki_Metro_Evangelismos4.jpg,Evangelismos metro station [SEP] A train in Evangelismos station,Evangelismos metro station A train in Evangelismos station
http://upload.wikimedia.org/wikipedia/commons/e/ec/2009-0724-ChryslerSaratoga.jpg,List of Chrysler vehicles [SEP] ,List of Chrysler vehicles
http://upload.wikimedia.org/wikipedia/commons/d/dd/Sympetrum_sanguineum_%28male%29.jpg,Libellulidae [SEP] ,Libellulidae
https://upload.wikimedia.org/wikipedia/commons/6/66/US_Stuckists_in_2001.jpg,"Terry Marks [SEP] Left to right: Charles Thomson with US Stuckists, Nicholas Watson, Terry Marks (with cat), Marisa Shepherd, Jesse Richards and Catherine Chow in Marks' New York apartment in 2001. The paintings on the wall are by her.",Terry Marks Left to right Charles Thomson with US Stuckists Nicholas Watson Terry Marks with cat Marisa Shepherd Jesse Richards and Catherine Chow in Marks New York apartment in 2001 The paintings on the wall are by her
https://upload.wikimedia.org/wikipedia/commons/b/b6/YarmouthCounty.png,Black Lake (Nova Scotia) [SEP] Location of Yarmouth County.,Black Lake Nova Scotia Location of Yarmouth County
https://upload.wikimedia.org/wikipedia/commons/4/45/%22Baron_Renfrew%22_1825.jpg,"Baron of Renfrew (ship) [SEP] Baron of Renfrew, lithograph from the Peter Winkworth Collection of Canadiana, Library and Archives Canada",Baron of Renfrew ship Baron of Renfrew lithograph from the Peter Winkworth Collection of Canadiana Library and Archives Canada
http://upload.wikimedia.org/wikipedia/commons/b/ba/Norman_MacLeod01.jpg,Norman Macleod (1812–1872) [SEP] ,Norman Macleod 18121872
http://upload.wikimedia.org/wikipedia/commons/f/f5/Palais_Harrach_Vienna_Oct._2006_002.jpg,"Freyung, Vienna [SEP] ",Freyung Vienna
https://upload.wikimedia.org/wikipedia/commons/8/81/Juan_de_Pareja.jpg,"Juan de Pareja [SEP] Juan de Pareja, by Diego Velázquez, 1650",Juan de Pareja Juan de Pareja by Diego Velzquez 1650
https://upload.wikimedia.org/wikipedia/commons/a/aa/Vaslav_Nijinsky%2C_1912.jpg,"Vaslav Nijinsky [SEP] Vaslav Nijinsky, 1912, dancing the Faun. Photograph by Adolf de Meyer.",Vaslav Nijinsky Vaslav Nijinsky 1912 dancing the Faun Photograph by Adolf de Meyer
https://upload.wikimedia.org/wikipedia/commons/6/68/NysaRynek_PiotrFuz_1280.jpg,"Opole Voivodeship [SEP] Nysa, the third-largest town by population in the south-west",Opole Voivodeship Nysa the thirdlargest town by population in the southwest
https://upload.wikimedia.org/wikipedia/commons/9/96/Wisconsin_1993_license_plate_-_FF_2325.jpg,Vehicle registration plates of the United States for 1980 [SEP] ,Vehicle registration plates of the United States for 1980
https://upload.wikimedia.org/wikipedia/commons/7/7c/Grimsnes-_og_grafningshreppur_map.png,Grímsnes- og Grafningshreppur [SEP] Location of Grímsnes- og Grafningshreppur,Grmsnes og Grafningshreppur Location of Grmsnes og Grafningshreppur
http://upload.wikimedia.org/wikipedia/commons/0/0c/Beer_Money_Inc_Resolution.jpg,"Jacqueline Moore [SEP] Moore along Beer Money, Inc. (James Storm and Robert Roode) during an TNA live show in 2008",Jacqueline Moore Moore along Beer Money Inc James Storm and Robert Roode during an TNA live show in 2008
https://upload.wikimedia.org/wikipedia/commons/2/2a/V%C3%B6r%C3%B6sber%C3%A9ny.jpg,Balatonalmádi [SEP] ,Balatonalmdi
https://upload.wikimedia.org/wikipedia/commons/f/ff/Map_of_region_of_Friuli-Venezia_Giulia%2C_Italy%2C_with_provinces-it.svg,List of communes of Friuli-Venezia Giulia [SEP] Provinces of Friuli-Venezia Giulia,List of communes of FriuliVenezia Giulia Provinces of FriuliVenezia Giulia
https://upload.wikimedia.org/wikipedia/commons/f/fd/Anthoni_Schoonjans_-_Portrait_of_the_composer_Giovanni_Bononcini.jpg,Almahide [SEP] Giovanni Bononcini,Almahide Giovanni Bononcini
http://upload.wikimedia.org/wikipedia/commons/f/f7/Ishikawadai-station_birdview.jpg,"Ishikawadai Station [SEP] Ishikawadai Station, January 2008",Ishikawadai Station Ishikawadai Station January 2008
https://upload.wikimedia.org/wikipedia/commons/c/ce/Ecoregion_AT0119.svg,Maputaland coastal forest mosaic [SEP] Map of the Maputaland coastal forest mosaic,Maputaland coastal forest mosaic Map of the Maputaland coastal forest mosaic
https://upload.wikimedia.org/wikipedia/commons/4/45/Museumbelvedereoranjewoud.jpg,Heerenveen [SEP] ,Heerenveen
https://upload.wikimedia.org/wikipedia/commons/b/bc/Arnold_Burrowes_Kemball.jpg,Arnold Burrowes Kemball [SEP] Arnold Burrowes Kemball,Arnold Burrowes Kemball Arnold Burrowes Kemball
https://upload.wikimedia.org/wikipedia/commons/e/ea/Tingst%C3%A4de_kyra_-_koret.jpg,Tingstäde Church [SEP] Interior view towards the choir,Tingstde Church Interior view towards the choir
https://upload.wikimedia.org/wikipedia/commons/8/8d/Build_Africa_logo.jpg,Build Africa [SEP] ,Build Africa
https://upload.wikimedia.org/wikipedia/commons/8/8f/Kue_Samir_1.jpg,Street food of Indonesia [SEP] ,Street food of Indonesia
https://upload.wikimedia.org/wikipedia/commons/e/e7/Gates_in_the_%27Peace_Line%27.jpg,Segregation in Northern Ireland [SEP] Gates in a peace line in West Belfast.,Segregation in Northern Ireland Gates in a peace line in West Belfast
https://upload.wikimedia.org/wikipedia/commons/a/aa/Smithville-evans-block-tn1.jpg,National Register of Historic Places listings in Tennessee [SEP] ,National Register of Historic Places listings in Tennessee
https://upload.wikimedia.org/wikipedia/commons/a/a6/Kliment_Voroshilov.jpg,Kliment Voroshilov [SEP] ,Kliment Voroshilov
https://upload.wikimedia.org/wikipedia/commons/f/f0/Leipzig_NGT12-LEI_Waldplatz_defekt.jpg,"Trams in Leipzig [SEP] Trams at Waldplatz, near Red Bull Arena",Trams in Leipzig Trams at Waldplatz near Red Bull Arena
https://upload.wikimedia.org/wikipedia/commons/2/22/Two_Guns-Ruins-16.jpg,"List of historic properties in Two Guns, Arizona [SEP] ",List of historic properties in Two Guns Arizona
https://upload.wikimedia.org/wikipedia/commons/9/9c/Suffolk-Chuckatuck-WesleyChapel.JPG,"Chuckatuck Historic District [SEP] Wesley Chapel, April 2013",Chuckatuck Historic District Wesley Chapel April 2013
https://upload.wikimedia.org/wikipedia/commons/9/92/%D0%9F%D0%BE%D0%BB%D0%B8%D1%81_%D0%9E%D0%9C%D0%A1_%D0%A0%D0%A4.jpeg,Federal Compulsory Medical Insurance Fund (Russia) [SEP] Insurance policy of the Medical Insurance Fund,Federal Compulsory Medical Insurance Fund Russia Insurance policy of the Medical Insurance Fund
https://upload.wikimedia.org/wikipedia/commons/e/e4/Razavi_Khorasan.svg,Sabzevar County [SEP] Razavi Khorasan counties,Sabzevar County Razavi Khorasan counties
https://upload.wikimedia.org/wikipedia/commons/6/62/Galactic_Empire_Map_V3.png,"Galactic Empire [SEP] The Empire's control at its greatest extent:

     Galactic Empire
     Semi-independent sectors
     Hyperspace lanes",Galactic Empire The Empires control at its greatest extent Galactic Empire Semiindependent sectors Hyperspace lanes
https://upload.wikimedia.org/wikipedia/commons/2/23/Killean_House_-_geograph.org.uk_-_733217.jpg,List of Category A listed buildings in Argyll and Bute [SEP] ,List of Category A listed buildings in Argyll and Bute
https://upload.wikimedia.org/wikipedia/commons/9/98/Venligheden_%28R%C3%B8nneb%C3%A6ksholm%29.jpg,Listed buildings in Næstved Municipality [SEP] ,Listed buildings in Nstved Municipality
https://upload.wikimedia.org/wikipedia/commons/e/e0/Kacey_Jones_Black_and_white_photo_2007.jpeg,Kacey Jones [SEP] Kacey Jones in 2007,Kacey Jones Kacey Jones in 2007
https://upload.wikimedia.org/wikipedia/commons/c/ce/Consulate_General_of_Italy_in_Toronto.jpg,List of diplomatic missions of Italy [SEP] Consulate-General of Italy in Toronto,List of diplomatic missions of Italy ConsulateGeneral of Italy in Toronto
http://upload.wikimedia.org/wikipedia/commons/a/ad/Kopenhagen_stadhuis.jpg,"Copenhagen Municipality [SEP] Copenhagen City Hall, situated on City Hall Square",Copenhagen Municipality Copenhagen City Hall situated on City Hall Square
https://upload.wikimedia.org/wikipedia/commons/8/8b/Maasland%2C_straatzicht_centrum_2007-03-10_10.31.JPG,Maasland [SEP] ,Maasland
https://upload.wikimedia.org/wikipedia/commons/a/af/Sukhoi_Su-25_%26_modifications_%284258534671%29.jpg,Abkhazian Air Force [SEP] A Line of Abkhazian Su-25's,Abkhazian Air Force A Line of Abkhazian Su25s
http://upload.wikimedia.org/wikipedia/commons/f/f6/HUF_10_1975_obverse.jpg,Banknotes of the Hungarian forint [SEP] ,Banknotes of the Hungarian forint
https://upload.wikimedia.org/wikipedia/commons/0/01/Ottawa_Arena_1910.jpg,"The Arena, Ottawa [SEP] ",The Arena Ottawa
https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox-console.jpg,List of Xbox games [SEP] The Xbox,List of Xbox games The Xbox
https://upload.wikimedia.org/wikipedia/commons/9/95/Corsican_wreck.jpg,List of shipwrecks in the Thunder Bay National Marine Sanctuary [SEP] ,List of shipwrecks in the Thunder Bay National Marine Sanctuary
https://upload.wikimedia.org/wikipedia/commons/c/c3/Bonnet_macaque_DSC_0982.jpg,Social grooming [SEP] ,Social grooming
https://upload.wikimedia.org/wikipedia/commons/f/fc/Berkhamsted_rex.jpg,"The Rex, Berkhamsted [SEP] Exterior of the Rex (2011)",The Rex Berkhamsted Exterior of the Rex 2011
https://upload.wikimedia.org/wikipedia/commons/8/85/Plura_E.JPG,Plura (river) [SEP] ,Plura river
https://upload.wikimedia.org/wikipedia/commons/9/9e/Military_Expenditures_2018_SIPRI.png,"List of countries by military expenditures [SEP] A pie chart showing global military expenditures by country for 2018, in US$ billions, according to SIPRI",List of countries by military expenditures A pie chart showing global military expenditures by country for 2018 in US billions according to SIPRI
https://upload.wikimedia.org/wikipedia/commons/5/5d/Wilmington_Assembly_Plant_June_2019.jpg,Wilmington Assembly [SEP] Wilmington Assembly in June 2019,Wilmington Assembly Wilmington Assembly in June 2019
https://upload.wikimedia.org/wikipedia/commons/e/e0/George_Sibley2.jpg,George C. Sibley [SEP] Painting of George Sibley by Chester Harding c1830s,George C Sibley Painting of George Sibley by Chester Harding c1830s
https://upload.wikimedia.org/wikipedia/commons/c/c4/MTR_ETS_%2858%29.JPG,East Tsim Sha Tsui station [SEP] Concourse,East Tsim Sha Tsui station Concourse
https://upload.wikimedia.org/wikipedia/commons/e/ec/Ruben_Rada2.jpg,"Rubén Rada [SEP] Rubén ""Negro"" Rada",Rubn Rada Rubn Negro Rada
https://upload.wikimedia.org/wikipedia/commons/8/8e/Biblioteca_medicea_laurenziana_vestibolo_15.JPG,Laurentian Library [SEP] ,Laurentian Library
https://upload.wikimedia.org/wikipedia/commons/f/fc/Vaisseau_de_50_canons_par_Nicolas_Ozanne_vers_1764.jpg,French ship Aigle (1750) [SEP] A 50-gun ship of a similar type to the Aigle.,French ship Aigle 1750 A 50gun ship of a similar type to the Aigle
http://upload.wikimedia.org/wikipedia/commons/e/ee/San_Andres%2CLempira.JPG,"San Andrés, Lempira [SEP] Panoramic View of San Andrés town",San Andrs Lempira Panoramic View of San Andrs town
https://upload.wikimedia.org/wikipedia/commons/b/b2/YHD_coins.jpg,"Yehud Medinata [SEP] Coins bearing the inscription YHD, or Yehud. The coin at top shows the god YHWH, the coin at bottom right has an image of the owl of Athena (Athenian coinage was the standard for Mediterranean trade).[15]",Yehud Medinata Coins bearing the inscription YHD or Yehud The coin at top shows the god YHWH the coin at bottom right has an image of the owl of Athena Athenian coinage was the standard for Mediterranean trade
https://upload.wikimedia.org/wikipedia/commons/2/21/California_Poppy_Scanograph_cropped.png,"History of Pasadena, California [SEP] ",History of Pasadena California
https://upload.wikimedia.org/wikipedia/commons/7/71/Hwy7MrSub.jpg,"Mr. Sub [SEP] Mr.Sub restaurant in Richmond Hill, Ontario.",Mr Sub MrSub restaurant in Richmond Hill Ontario
http://upload.wikimedia.org/wikipedia/commons/c/c6/Southern_Highlands_in_Papua_New_Guinea.svg,Southern Highlands Province [SEP] Southern Highlands Province in Papua New Guinea,Southern Highlands Province Southern Highlands Province in Papua New Guinea
https://upload.wikimedia.org/wikipedia/commons/c/c0/Midelfart_logo.png,Midelfart family [SEP] Shield of the Midelfart coat of arms[citation needed],Midelfart family Shield of the Midelfart coat of arms
